-0.1010926,-0.4514898,0.8790085
-0.08702399,-0.3631687,1.010836
-0.08849852,-0.3647193,1.000303
-0.09462643,-0.368188,0.9735767
0.001070209,-0.3948162,0.8968619
-0.09993601,-0.369132,0.9681959
-0.124146,-0.3567702,0.9660927
-0.06959714,-0.3903602,0.9171646
-0.06779452,-0.3921955,0.917365
-0.08266076,-0.3801019,0.932282
-0.09443178,-0.3748446,0.9630874
-0.09815313,-0.3769119,0.9563782
-0.1229798,-0.3992971,0.9412522
-0.1101976,-0.3954615,0.9330188
-0.06262515,-0.4240431,0.9091135
-0.0910027,-0.3768338,0.9657767
-0.08502008,-0.3749201,0.9679278
-0.08447185,-0.3753541,0.9640431
-0.09122543,-0.3760747,0.960538
-0.1029943,-0.3744837,0.9493241
-0.10523,-0.3742529,0.9473975
-0.1084659,-0.3745119,0.9463424
-0.1067,-0.3734176,0.947753
-0.1049745,-0.3724357,0.9490256
-0.1056439,-0.3742999,0.9467164
-0.1082503,-0.3768585,0.9434305
-0.1073554,-0.3755339,0.9451722
-0.1064439,-0.3768835,0.9448845
-0.1126982,-0.3919875,0.9602476
-0.1081953,-0.4009054,0.9650757
-0.1092413,-0.404708,0.9666044
-0.1037665,-0.3756066,0.9557055
-0.1067285,-0.3634597,0.983177
0.2059723,-0.7019914,0.9555999
0.2044418,-0.7025958,0.9540268
0.2069726,-0.7038224,0.9550904
0.2046522,-0.7046115,0.9527351
0.2064447,-0.7051882,0.9522558
0.2078216,-0.7053096,0.9516195
0.2082868,-0.7049441,0.9506861
0.208036,-0.70531,0.9494489
0.2079488,-0.7060087,0.9479223
0.2079514,-0.7064523,0.946781
0.2074945,-0.7067897,0.9432775
0.2078682,-0.7075421,0.9407941
0.2045068,-0.7094947,0.9360694
0.2040348,-0.7106047,0.933579
0.2091981,-0.7052748,0.9340423
0.2102036,-0.7061494,0.9332809
0.2104401,-0.7069572,0.9320561
0.2603698,-0.6567461,0.9405516
0.1458302,-0.3356092,1.207656
0.1493035,-0.3271983,1.179845
0.1418446,-0.3335336,1.22638
0.1351587,-0.333474,1.224834
0.1339794,-0.3358634,1.223809
0.1181146,-0.3421752,1.209602
0.1169977,-0.3429526,1.222556
0.1424448,-0.330533,1.203734
0.1408743,-0.3317882,1.209191
0.1393174,-0.3302295,1.211645
0.1414666,-0.3281906,1.22394
0.1438831,-0.3252394,1.230049
0.1643459,-0.3829674,1.218985
0.1764727,-0.4116937,1.206834
0.1753207,-0.4141082,1.203469
0.0166712,-0.6034256,1.105427
0.01665004,-0.6033142,1.105328
0.1326645,-0.3830029,1.214224
0.132917,-0.3843654,1.216533
0.1300554,-0.387028,1.22183
0.1286621,-0.3881476,1.222823
