0.1923476,-0.2690577,1.089249
0.1949719,-0.2655269,1.081663
0.2812025,-0.2316441,1.081276
0.2810043,-0.2267026,1.071212
0.329403,-0.2756164,1.081601
0.1402039,-0.2941369,1.030442
0.186446,-0.288101,1.017995
0.1891621,-0.2898776,1.015859
0.1948832,-0.2941774,1.015864
0.2012224,-0.2997167,1.021995
0.2859977,-0.3065127,1.03232
0.2763592,-0.3099148,1.031123
0.2786355,-0.3116778,1.028705
0.2808433,-0.3117976,1.027889
0.2823944,-0.311636,1.029521
0.2847398,-0.3119324,1.029287
0.2852743,-0.3119324,1.029465
0.2872525,-0.3113084,1.023443
0.2890297,-0.3101704,1.014037
0.2971805,-0.3091342,0.9907948
0.294034,-0.3088934,0.9855314
0.2909086,-0.3081901,0.9801955
0.2902445,-0.3072939,0.975239
0.2892586,-0.3068628,0.9715427
0.2900926,-0.3064718,0.9668171
0.2891366,-0.3061854,0.9636859
0.2877571,-0.3067186,0.9615515
0.2775406,-0.3099111,0.9594675
0.2404198,-0.3241228,0.9590724
0.2275013,-0.3261007,0.9593794
0.2293845,-0.3257073,0.9617972
0.2231181,-0.3264035,0.9647272
0.239893,-0.3128735,0.9466637
0.241567,-0.3121125,0.9478963
0.2375748,-0.3123261,0.9471336
0.2415131,-0.3132218,0.9494393
0.2372859,-0.313379,0.9487002
0.2420547,-0.3135203,0.9512482
0.2449595,-0.3136052,0.9527132
0.2462185,-0.3133764,0.9542736
0.2468731,-0.3133883,0.9558703
0.2474164,-0.3135145,0.9572399
0.2479938,-0.313651,0.9582313
0.2486477,-0.3134289,0.9586909
0.2481582,-0.3138328,0.9590584
0.2401311,-0.3149107,0.955515
0.2378307,-0.315387,0.9545389
0.2462051,-0.3098069,0.9599522
0.2474887,-0.3103589,0.9600921
0.2481715,-0.3107035,0.9607486
0.3046856,-0.2828293,0.9885353
0.3035628,-0.2835004,0.9870456
0.2695474,-0.2802202,0.9494234
0.3063724,-0.2650772,1.013221
0.3060513,-0.2650971,1.012606
0.3059773,-0.2656077,1.012033
0.3034505,-0.2879725,0.9961477
0.303291,-0.2754346,1.015056
0.2758392,-0.2704439,0.980556
0.2755463,-0.2734674,0.9873945
0.2761367,-0.2746943,0.9903059
0.283211,-0.2740751,1.005013
0.2863085,-0.2721954,1.012024
0.286367,-0.2729458,1.016912
0.2861392,-0.2710831,1.020318
0.2836518,-0.2696989,1.019395
0.28207,-0.2691226,1.017997
0.2794982,-0.2671477,1.017974
0.2785476,-0.2656212,1.018464
0.2785177,-0.2641354,1.022004
0.2781377,-0.2624703,1.030701
0.2761488,-0.2629322,1.031985
