-0.2295381,-0.2324245,1.200776
-0.1701134,-0.1976624,1.30273
-0.2106092,-0.2116177,1.269771
-0.242863,-0.2067599,1.259745
-0.2575388,-0.1975908,1.263815
-0.2663326,-0.190326,1.267759
-0.2791879,-0.1701732,1.277021
-0.2913812,-0.1519241,1.284424
-0.28022,-0.1728676,1.275533
-0.2811997,-0.1753294,1.272481
-0.279697,-0.1712102,1.269033
-0.2809036,-0.1670922,1.263519
-0.284567,-0.1612276,1.255859
-0.2910541,-0.1544156,1.246086
-0.2994029,-0.1464719,1.235044
-0.3217883,-0.1371698,1.207936
-0.3322682,-0.1299978,1.186966
-0.3364876,-0.1280712,1.177625
-0.3409024,-0.1254448,1.16715
-0.3561954,-0.1200767,1.141783
-0.3590073,-0.1199798,1.137593
-0.3647374,-0.1189853,1.130354
-0.3676466,-0.1175935,1.125404
-0.3705419,-0.1156975,1.120937
-0.3721605,-0.1143381,1.117673
-0.3735834,-0.1134072,1.115115
-0.3754741,-0.1125141,1.113311
-0.3776252,-0.1114226,1.111665
-0.3804581,-0.1083243,1.112719
-0.3821297,-0.1063952,1.113802
-0.3833553,-0.1051825,1.114711
-0.3843006,-0.1038848,1.115842
-0.3851044,-0.1030488,1.116277
-0.3861239,-0.1021286,1.116659
-0.3870429,-0.101283,1.116658
-0.3877589,-0.1011325,1.116783
-0.3882391,-0.1006699,1.116549
-0.3890856,-0.1007398,1.116443
-0.3899158,-0.1006148,1.116602
-0.3906429,-0.1006029,1.116606
-0.3911915,-0.1005726,1.116817
-0.3921744,-0.1006893,1.117205
-0.3921068,-0.1005939,1.117449
-0.3932019,-0.1003584,1.118086
-0.3937879,-0.09865509,1.117612
-0.3945689,-0.09783868,1.116343
-0.3952427,-0.09554207,1.114483
-0.3960505,-0.09452789,1.112315
-0.3972417,-0.09332672,1.108423
-0.3978001,-0.09166411,1.103426
-0.3973228,-0.08928769,1.097063
-0.397314,-0.08674461,1.090966
-0.3981998,-0.08489304,1.085134
-0.39799,-0.08242121,1.077825
-0.3991574,-0.07776186,1.062582
-0.3999115,-0.07594055,1.05538
-0.4016672,-0.07442848,1.043457
-0.4028772,-0.0737347,1.038598
-0.4037771,-0.07340182,1.035133
-0.405012,-0.07312287,1.030545
-0.4059138,-0.07283197,1.026906
-0.4067953,-0.07275449,1.022604
-0.4076443,-0.0731478,1.019022
-0.4083135,-0.07390055,1.015737
-0.408452,-0.07445795,1.011118
-0.408731,-0.07500917,1.006016
-0.4089596,-0.07589957,1.000039
-0.4089564,-0.07700887,0.9940929
-0.408978,-0.07839056,0.9878048
-0.4101227,-0.08150664,0.9744666
-0.4118067,-0.08399996,0.9626775
-0.4128295,-0.08544315,0.9572414
