1
10
2
3
4




1003
1004
1005
1006
1009
1012
1013
1014
1018
1020
1021
1023
0
12
2110009
2110011
2110024


6
2110050
2110051
211046
2120010
2120019
2120020
2120028
2120036
2120037
2120038
13
2110042
2110044
2110046
15
