shimmerLocal_sma;logHNR_sma;pcm_RMSenergy_sma
4.559926e-002;5.734013e+000;1.996691e-003
6.288157e-002;8.427428e+000;2.020324e-003
1.147741e-001;7.847475e+000;1.896809e-003
1.414799e-001;7.676809e+000;1.649138e-003
1.241131e-001;9.100698e+000;1.427148e-003
1.067463e-001;5.525034e+000;1.218929e-003
1.145663e-001;6.701945e+000;1.044011e-003
1.113908e-001;8.725430e-001;2.059133e-003
1.071890e-001;5.721357e+000;3.116717e-003
7.826423e-002;9.823058e+000;4.185998e-003
7.936799e-002;1.502554e+001;4.036127e-003
1.311048e-001;1.612766e+001;3.833551e-003
1.252287e-001;1.641816e+001;3.650415e-003
9.188941e-002;1.534983e+001;3.586972e-003
2.684307e-002;1.384697e+001;3.600886e-003
3.175392e-002;1.300622e+001;3.718445e-003
4.857369e-002;1.332441e+001;3.864595e-003
4.839413e-002;1.348150e+001;3.973728e-003
5.824418e-002;1.481586e+001;3.966557e-003
5.830035e-002;1.672926e+001;3.942119e-003
3.873234e-002;1.858372e+001;3.947016e-003
3.679098e-002;1.902558e+001;3.923395e-003
3.334471e-002;1.814536e+001;3.887292e-003
6.621570e-002;1.625318e+001;3.816928e-003
8.553394e-002;1.348372e+001;3.777171e-003
1.055838e-001;1.213769e+001;3.660710e-003
9.425492e-002;1.213261e+001;3.541955e-003
9.049404e-002;1.464938e+001;3.356612e-003
8.600155e-002;1.680528e+001;3.181922e-003
9.204930e-002;1.634676e+001;2.888581e-003
9.762760e-002;1.511361e+001;2.540521e-003
1.032059e-001;1.176514e+001;2.122249e-003
1.120294e-001;9.128851e+000;1.740451e-003
1.120294e-001;4.280754e+000;1.639855e-003
1.120294e-001;1.467552e+000;1.882202e-003
1.118075e-001;5.056255e+000;2.547014e-003
1.115856e-001;9.516068e+000;3.210009e-003
8.473804e-002;1.468897e+001;3.712974e-003
6.739642e-002;1.456539e+001;3.889174e-003
4.979800e-002;1.502135e+001;3.954408e-003
7.555140e-002;1.526224e+001;4.051356e-003
5.986736e-002;1.591350e+001;4.268914e-003
5.502622e-002;1.623239e+001;4.498352e-003
3.345886e-002;1.655183e+001;4.658054e-003
6.474341e-002;1.626848e+001;4.739317e-003
8.544189e-002;1.688895e+001;4.806116e-003
7.815591e-002;1.708148e+001;4.942099e-003
4.681293e-002;1.711304e+001;5.057048e-003
1.414505e-002;1.724090e+001;5.114955e-003
1.973641e-002;1.719812e+001;5.050422e-003
3.502907e-002;1.805896e+001;4.963871e-003
4.837486e-002;1.853501e+001;4.984205e-003
5.199118e-002;1.935152e+001;4.900829e-003
6.293689e-002;1.876562e+001;4.674579e-003
6.421589e-002;1.698174e+001;4.130071e-003
1.099932e-001;1.416867e+001;3.527791e-003
1.282983e-001;9.443212e+000;2.749724e-003
1.443991e-001;9.251229e+000;2.133387e-003
9.620285e-002;4.559747e+000;1.805282e-003
7.418521e-002;9.779073e+000;2.296496e-003
4.643396e-002;1.126929e+001;2.876756e-003
3.430086e-002;1.785066e+001;3.289653e-003
3.487534e-002;1.689855e+001;2.977887e-003
5.418878e-002;1.678195e+001;2.151190e-003
8.894730e-002;1.311630e+001;1.305228e-003
1.056881e-001;9.968757e+000;6.807179e-004
1.248057e-001;5.777189e+000;5.925782e-004
2.148702e-001;3.108198e+000;6.420835e-004
1.967919e-001;5.855019e+000;2.150585e-003
2.360636e-001;9.398774e+000;3.545677e-003
1.109780e-001;1.577042e+001;4.805198e-003
1.146743e-001;1.661429e+001;4.571137e-003
4.511930e-002;1.727141e+001;4.422604e-003
5.343163e-002;1.661747e+001;4.439767e-003
4.036424e-002;1.602186e+001;4.351154e-003
4.295875e-002;1.542039e+001;4.147805e-003
5.244571e-002;1.567918e+001;3.791653e-003
8.735919e-002;1.531204e+001;3.491106e-003
7.697851e-002;1.488521e+001;3.214330e-003
9.889165e-002;1.413285e+001;2.925065e-003
9.460092e-002;1.463268e+001;2.567676e-003
1.088779e-001;1.477072e+001;2.305396e-003
9.447711e-002;1.351866e+001;2.290257e-003
7.500704e-002;1.260526e+001;2.675751e-003
1.438822e-001;1.134545e+001;3.147985e-003
1.288915e-001;1.226229e+001;3.491321e-003
1.820117e-001;1.161733e+001;3.488401e-003
1.042074e-001;1.193764e+001;3.355044e-003
1.458122e-001;1.135548e+001;3.192027e-003
1.121335e-001;1.174428e+001;3.028820e-003
1.168766e-001;1.115093e+001;2.560802e-003
1.144442e-001;8.477164e+000;2.146129e-003
7.042410e-002;5.621454e+000;1.730272e-003
1.383324e-001;3.916195e+000;1.628988e-003
1.627372e-001;1.748117e+000;1.272632e-003
2.523828e-001;3.033277e+000;1.103829e-003
2.118635e-001;4.779743e+000;1.169935e-003
1.400302e-001;9.178584e+000;1.459011e-003
6.306791e-002;1.057099e+001;1.421158e-003
3.522611e-002;1.110762e+001;1.162028e-003
7.212947e-002;1.004349e+001;8.658318e-004
9.751744e-002;8.997604e+000;7.247455e-004
1.947172e-001;6.960443e+000;5.928914e-004
2.387556e-001;6.480481e+000;4.799801e-004
2.654780e-001;4.669466e+000;5.422942e-004
2.116936e-001;-1.485118e+000;6.074805e-004
1.484036e-001;-4.685162e+000;5.971589e-004
1.395218e-001;-6.773333e+000;5.681820e-004
1.861470e-001;-1.054234e+000;6.108266e-004
2.134221e-001;3.380440e+000;7.283478e-004
1.753407e-001;5.892220e+000;7.067469e-004
1.071473e-001;7.228491e+000;6.145893e-004
1.283169e-001;5.947272e+000;4.856182e-004
1.553304e-001;2.171569e+000;4.860787e-004
2.463925e-001;-1.287687e+000;4.918223e-004
3.089072e-001;-1.463441e+000;5.720378e-004
3.747727e-001;8.796751e-001;5.681979e-004
3.192364e-001;1.015408e+000;6.621336e-004
2.926213e-001;4.084049e+000;7.407525e-004
2.575679e-001;6.263254e+000;7.943892e-004
2.534740e-001;1.012525e+001;7.722746e-004
1.969482e-001;8.626946e+000;6.657516e-004
1.937320e-001;7.548473e+000;6.845719e-004
1.784063e-001;6.860727e+000;6.006234e-004
1.905482e-001;1.357177e+000;5.401786e-004
1.383860e-001;-1.030253e+000;4.166381e-004
1.466018e-001;-2.998796e+000;4.031338e-004
1.585013e-001;2.898018e+000;5.262741e-004
1.865029e-001;3.971792e+000;6.451813e-004
1.802028e-001;6.518043e+000;6.730584e-004
2.709402e-001;4.740081e+000;5.774843e-004
2.644342e-001;4.651762e+000;4.834732e-004
3.567169e-001;5.216707e+000;5.264810e-004
2.407884e-001;6.559460e+000;6.005184e-004
2.934335e-001;5.323809e+000;6.557063e-004
1.841627e-001;4.267339e+000;7.093383e-004
2.397811e-001;2.823591e+000;7.759871e-004
2.250850e-001;5.052800e+000;7.781807e-004
2.419021e-001;3.452036e+000;6.946078e-004
1.910777e-001;-1.524536e+000;5.822549e-004
2.099224e-001;-3.009452e+000;5.898594e-004
2.561074e-001;-5.107134e+000;6.154271e-004
3.047091e-001;-2.631317e+000;6.581295e-004
