2.457840116504233037e-06,-9.778378436083984978e-07,3.199919713254229627e-06,-2.261117414571948148e-07,-4.189513342581094869e-06,-3.164410371547775962e-06,-4.766706383705419627e-06,3.191515595615306533e-06,1.212041995184979055e-06,5.878018931713347056e-06,-1.615441363922822318e-06,2.135012315989285128e-06,1.252466876072975900e-06,-1.143493672206404882e-05,1.668699809492996524e-06,2.245919805785147742e-05,-1.079931276128591270e-05
-6.043660920512186374e-06,-1.537984216653643144e-05,1.632002343490901173e-05,4.563868580147550593e-07,1.049025166869962949e-05,-7.482980977713447486e-06,-8.305616417487693924e-06,-6.342731782443106385e-06,8.388596641057553796e-06,3.537350999324921440e-06,-6.169933356547371113e-05,-1.479685561154835110e-05,-2.358006420403043976e-05,-5.193159658674850970e-05,2.302315350966309115e-06,8.106316735383084241e-06,-1.959522805764981281e-05
1.540234895928142219e-06,-2.055483265470891256e-06,2.617486217403494530e-06,-9.430742728224886047e-08,2.656977702575758723e-06,2.433623158817529437e-07,-3.206135812400672197e-07,-8.941555662359107629e-07,5.788263977039367767e-06,3.399771262031781292e-06,4.269047897125573180e-06,2.465302594998805812e-06,-1.118666796241216243e-05,-2.680849121333917089e-05,-4.664270205781210638e-06,6.189658700428388509e-06,3.716758441063317142e-07
-4.754031840281265067e-04,-4.224797902047148536e-03,3.330569268056333878e-03,-1.682923499828360139e-03,-1.754740758707622628e-03,-1.893602484666728173e-04,-4.426199573815499909e-03,-5.831586566098634073e-05,9.251082474370436043e-03,-1.463681227449193040e-03,-1.012550368954498806e-02,1.478518912719487856e-02,-8.586346192831021892e-03,2.466871257813074529e-03,2.790659368838752791e-02,6.349007631973381527e-02,-2.323593398234680488e-02
1.397287200390039943e-03,3.283904644121762688e-03,-1.205565374421835138e-03,5.272119828755015593e-03,-3.507868639186357846e-03,2.001653444948809507e-03,3.040063326459827454e-03,-2.757035198582383304e-03,-7.790238587481793792e-03,-6.952540721825471032e-03,7.403311565203745011e-03,7.078089457349669503e-03,3.994305840232060395e-02,-2.213039456857392867e-02,-4.279248040997092606e-02,-3.162273714713202677e-02,-4.799057423746019846e-03
-5.930080745252306815e-03,3.975004667800693947e-03,-1.633715392686786944e-03,3.505803533062361223e-03,-1.903088232210858443e-03,3.080480384164300655e-03,2.494264045006678882e-03,3.059294463755289975e-03,-1.292082544396874581e-02,-4.966794013143923520e-03,-1.740137853217520875e-02,-8.095467104545065601e-03,1.235858522721247112e-02,2.142193722242763734e-02,1.739985953659708290e-02,-8.392740229460833243e-03,-8.815242531784978075e-03
-4.949708653402247818e-03,-2.346760326152975973e-02,-4.568549565691300968e-02,2.189735059305551734e-02,-1.428353686104713235e-02,-6.093582307482123261e-02,-1.133495533363378244e-01,1.511760611472950655e-01,5.970471351527987906e-03,-8.340410698342824031e-03,-4.742524029535932209e-04,1.100571459806625949e-02,-1.798714867141848125e-02,-1.014290000044491130e-02,-1.250561343009320807e-02,-3.874951460596625687e-03,-5.122770921020453928e-03
-3.331353912827983432e-02,-1.605840019428960708e-01,7.660867887977625135e-02,-2.876716753834050733e-02,-1.748964651804629789e-02,5.158791834513102442e-02,-3.484927965135558442e-02,-4.503799501792209517e-03,-3.559899986481994405e-02,-1.507433389417680257e-02,-2.505365338898488982e-03,1.754861250883195736e-02,1.273814994088236924e-02,4.911307885330672661e-03,-1.688378184129653292e-02,1.477278332131656650e-02,1.130730041633000449e-02
-1.461131545236978024e-02,-7.217673238762978283e-02,-1.677407345383722173e-02,-1.613720431357822810e-02,9.561243470573107042e-03,-1.641258283043799948e-01,1.075865716217620088e-01,-1.566518137862874319e-02,2.604087786534243706e-02,3.691783917584080116e-02,1.820826209245662575e-01,4.976402730653681217e-03,-4.231990632794487700e-02,1.168554692297745466e-02,2.091609842240122613e-02,-4.922450333688337121e-02,-6.877807631577800840e-02
2.530402279897902770e-03,7.602515679270009825e-03,-1.645790447480692531e-03,-3.339420767535363887e-03,4.014830127334516677e-03,1.102451050550849743e-02,5.868517443705938488e-03,1.278716886092993825e-02,-1.627549639110496132e-02,-2.381863277383689317e-02,3.420524889978859145e-02,-1.157586808970466064e-01,1.807949761471409900e-02,1.780199693523404000e-02,-1.207038161876631821e-01,-2.600862242275352870e-02,-4.925184384413591743e-02
1.178579143707875025e-02,3.994892998579319121e-02,-3.201130323021391527e-02,1.343913461317901292e-02,-5.573932016458345295e-03,1.229889814675264818e-03,1.774391340140084664e-02,5.505321308396917031e-03,-1.098880884902397465e-01,2.692704218727867607e-04,1.659635179204425187e-02,2.136679231468003454e-02,-5.954826794221092408e-03,6.846444955972460188e-03,9.923366334360335730e-04,2.275639321270686924e-02,2.277003723617272712e-02
-5.659805310699767521e-03,-1.867438417432215614e-02,7.921157440341103709e-03,-1.189272880268373023e-02,2.450064127634518901e-03,-4.818620456681323855e-02,2.341446021658359980e-02,6.352453330103455947e-03,4.501358910307381306e-02,2.065322819931933798e-02,1.170680541061159818e-01,2.455894762793772029e-02,5.219601801011753382e-03,8.594650406873441742e-03,-1.740680004753466592e-03,3.340465290491438644e-02,1.885922524165213610e-02
-3.528917358154631318e-05,-6.983902644727115123e-06,-8.981358559506058369e-06,-1.000906139703252901e-04,1.505514110272207929e-04,1.405542204128291657e-05,-3.819962943868019159e-05,6.734061369191072401e-06,-3.623478692123983930e-05,3.943024104184115705e-05,5.964637053808665487e-05,-1.971588885121118044e-05,-1.444362523774325485e-04,-2.970721496078939489e-05,-2.177267705699159153e-05,-2.021616529828147222e-05,5.137588323415667193e-05
1.746132471050859897e-04,1.834773316222692012e-04,5.099423803588634284e-04,-2.808415051563253970e-04,-2.458950666916449260e-04,9.119313898206030914e-05,2.068048981087601795e-04,-1.952353232100407458e-04,6.609405477706953910e-05,5.655335697174288401e-04,-4.710855777923430980e-05,4.139724171646044283e-04,2.451876856465712664e-04,-9.641069631175293612e-04,-1.494435044382778227e-04,1.748014805790738813e-03,-9.649613113375013181e-04
7.458953396901684362e-05,-5.436974372843042481e-05,-2.018182446573314742e-05,3.360848188872055114e-05,-1.386309659389073031e-04,-1.122923415503654252e-04,-2.486587633710329068e-04,6.317917871333345145e-05,-2.421922540742733879e-05,1.667131010147959757e-04,-2.459947025020788305e-05,4.095349899600434374e-04,2.142149563884772356e-04,-5.558572385582255700e-04,-2.362514688207424053e-05,7.196911748134435108e-04,-5.398278095330313149e-04
7.798731194956987826e-05,-7.721958540568901936e-05,-1.870562491307824161e-04,3.215363505249085435e-05,-1.428424562137501936e-04,-9.408611025083587923e-05,-2.810352090434383300e-04,1.909902723477574775e-04,-1.101852601142049991e-04,6.524687308871484259e-05,-4.359749071586062195e-05,5.108288019184934104e-05,-3.968311372352769170e-05,-2.911773068916262549e-04,-2.274522141279679171e-05,1.976869263416838386e-04,-6.372802566466655595e-05
5.305481637533431504e-05,-7.405266280946601895e-05,-8.498196204047474083e-05,1.420946982576864448e-05,-1.086686495123297271e-04,-1.781009514503692482e-04,-3.237628671414470344e-04,1.525711470087750805e-04,7.077253187540330471e-05,8.215266069360531681e-05,-7.479942522248409561e-05,6.708325697910416912e-05,-1.177759812994853714e-04,-1.529725161108276847e-04,2.075764021495522717e-04,4.569283816032073124e-04,-4.347660179200773189e-04
