5.344707e-002;8.692870e-002;9.757579e-002;2.963729e-002;1.166666e-001;5.127192e-002;9.780106e-002;7.548714e-002;8.867324e-002;1.242342e-001;1.025194e-001;7.575767e-002
3.461804e-002;8.359822e-002;1.096574e-001;3.361920e-002;1.440188e-001;5.741660e-002;7.643145e-002;9.278163e-002;7.293038e-002;1.102259e-001;9.228450e-002;9.241782e-002
7.106216e-002;5.586063e-002;1.581452e-001;4.975866e-002;1.367235e-001;7.805531e-002;7.829851e-002;8.276699e-002;5.202013e-002;7.802697e-002;7.566474e-002;8.361722e-002
8.113299e-002;3.573608e-002;1.681143e-001;4.685766e-002;1.327203e-001;7.788533e-002;9.758423e-002;6.778226e-002;7.444666e-002;8.752909e-002;5.825005e-002;7.196105e-002
7.840760e-002;6.059165e-002;1.578019e-001;4.766731e-002;1.201552e-001;7.564324e-002;9.148412e-002;5.758761e-002;1.012536e-001;9.077910e-002;4.724251e-002;7.138617e-002
8.449568e-002;7.208575e-002;1.300380e-001;5.290654e-002;8.829364e-002;7.781135e-002;1.008076e-001;4.649393e-002;1.182643e-001;9.200242e-002;4.995550e-002;8.684521e-002
8.874064e-002;6.368823e-002;1.470242e-001;4.189014e-002;5.649442e-002;7.725810e-002;1.144329e-001;3.463178e-002;1.031843e-001;1.109565e-001;6.719006e-002;9.450872e-002
8.941641e-002;7.216019e-002;1.707375e-001;4.693400e-002;3.866262e-002;8.112616e-002;8.726371e-002;3.710849e-002;1.044064e-001;1.080328e-001;8.167982e-002;8.247195e-002
8.615794e-002;9.794802e-002;1.582783e-001;6.302537e-002;3.019824e-002;8.457609e-002;7.021607e-002;5.640410e-002;1.160342e-001;9.340257e-002;8.218504e-002;6.157414e-002
9.007852e-002;1.072607e-001;1.071492e-001;7.427309e-002;5.207163e-002;8.037518e-002;7.422335e-002;6.343780e-002;1.104587e-001;9.467054e-002;8.336452e-002;6.263681e-002
9.389374e-002;8.834624e-002;7.071381e-002;7.431589e-002;8.469643e-002;8.229803e-002;8.320639e-002;5.528996e-002;8.844379e-002;1.127568e-001;8.643977e-002;7.959913e-002
6.305886e-002;5.949521e-002;1.475891e-001;8.137368e-002;9.530098e-002;7.515458e-002;8.157797e-002;7.005425e-002;5.158231e-002;1.083775e-001;8.463647e-002;8.179905e-002
3.675540e-002;5.070001e-002;1.895797e-001;9.806652e-002;9.828793e-002;8.351823e-002;6.506243e-002;9.808729e-002;3.822652e-002;8.596463e-002;7.880597e-002;7.694534e-002
4.497951e-002;6.043806e-002;1.717964e-001;9.022141e-002;1.033641e-001;9.976341e-002;5.647245e-002;1.002846e-001;5.431886e-002;6.232653e-002;8.119299e-002;7.484175e-002
6.734532e-002;7.951789e-002;1.524684e-001;7.067429e-002;9.549671e-002;1.078652e-001;6.175033e-002;9.026461e-002;5.913411e-002;7.415464e-002;7.433373e-002;6.699482e-002
8.017585e-002;9.778731e-002;1.625801e-001;7.754112e-002;7.877550e-002;9.317748e-002;9.161134e-002;8.128268e-002;5.305164e-002;9.146865e-002;4.967261e-002;4.287572e-002
9.373736e-002;8.740341e-002;1.840074e-001;8.005509e-002;6.742299e-002;6.949006e-002;8.955467e-002;7.332820e-002;7.484286e-002;7.553073e-002;5.906678e-002;4.556045e-002
7.831498e-002;7.298124e-002;1.956051e-001;6.911232e-002;7.958817e-002;5.919040e-002;9.785268e-002;8.230069e-002;8.813045e-002;6.652572e-002;5.162752e-002;5.877071e-002
6.258766e-002;6.539004e-002;2.009897e-001;6.641439e-002;9.400412e-002;6.236557e-002;1.073861e-001;7.698856e-002;9.410568e-002;7.566086e-002;2.844526e-002;6.566204e-002
1.025038e-001;5.667533e-002;1.643849e-001;5.234668e-002;1.023687e-001;7.813501e-002;1.192903e-001;5.751990e-002;8.900535e-002;8.548926e-002;2.971152e-002;6.256927e-002
1.272776e-001;5.644781e-002;1.203490e-001;4.005596e-002;1.069743e-001;8.572040e-002;1.492926e-001;4.984996e-002;8.953375e-002;8.396808e-002;2.838907e-002;6.214151e-002
1.295392e-001;5.477074e-002;1.050502e-001;6.593950e-002;9.173699e-002;7.249553e-002;1.383089e-001;6.034726e-002;9.868893e-002;8.688426e-002;4.077391e-002;5.546460e-002
1.291338e-001;6.449301e-002;1.087051e-001;7.366841e-002;7.889298e-002;6.891022e-002;1.198950e-001;7.679930e-002;1.089267e-001;7.731528e-002;4.385161e-002;4.940867e-002
1.219040e-001;7.002497e-002;1.285247e-001;5.726035e-002;7.620347e-002;7.995518e-002;1.104558e-001;8.339342e-002;1.132526e-001;7.420725e-002;4.996446e-002;3.485389e-002
1.310982e-001;6.861498e-002;1.441461e-001;5.722917e-002;8.012256e-002;8.333781e-002;7.977969e-002;6.243984e-002;1.033921e-001;8.236405e-002;6.729782e-002;4.017773e-002
1.287829e-001;5.734951e-002;1.374873e-001;6.320029e-002;8.293761e-002;6.590132e-002;1.013712e-001;4.362625e-002;8.881962e-002;1.044098e-001;6.803422e-002;5.808004e-002
1.180609e-001;4.801484e-002;1.248711e-001;5.675269e-002;7.699508e-002;6.093412e-002;1.090542e-001;4.635865e-002;1.109083e-001;1.252699e-001;6.248243e-002;6.029765e-002
9.253456e-002;6.519309e-002;1.589558e-001;4.968212e-002;7.492225e-002;6.445096e-002;9.617987e-002;5.559072e-002;1.056090e-001;1.227236e-001;6.497024e-002;4.918782e-002
6.069653e-002;8.166831e-002;1.940869e-001;5.507933e-002;7.585525e-002;6.721815e-002;8.861099e-002;6.199310e-002;9.596371e-002;9.664905e-002;8.197635e-002;4.020230e-002
6.145948e-002;7.964858e-002;1.629125e-001;5.621671e-002;8.620880e-002;9.015525e-002;7.158671e-002;6.017864e-002;1.157798e-001;8.612325e-002;1.011774e-001;2.855291e-002
1.002784e-001;6.274239e-002;1.292338e-001;5.704120e-002;8.688942e-002;9.671858e-002;4.963151e-002;7.009476e-002;1.268598e-001;9.347421e-002;9.749150e-002;2.954440e-002
1.180660e-001;4.272689e-002;1.507024e-001;5.938095e-002;5.846277e-002;6.870247e-002;9.183168e-002;6.775100e-002;1.219192e-001;1.067569e-001;8.125167e-002;3.244800e-002
1.011275e-001;4.197052e-002;1.733295e-001;7.111153e-002;4.936069e-002;5.351624e-002;1.207797e-001;5.727911e-002;1.070076e-001;1.144593e-001;7.078279e-002;3.927553e-002
8.159354e-002;3.688263e-002;1.594129e-001;8.408199e-002;8.984272e-002;6.676099e-002;1.289007e-001;5.174256e-002;8.787610e-002;9.447175e-002;5.851376e-002;5.992036e-002
8.857327e-002;4.341826e-002;1.275552e-001;8.210456e-002;8.995784e-002;6.874384e-002;1.351248e-001;4.722461e-002;1.034773e-001;7.136753e-002;5.690991e-002;8.554287e-002
7.209217e-002;4.802592e-002;1.088010e-001;7.508260e-002;9.241533e-002;5.749637e-002;1.427653e-001;4.864280e-002;1.198546e-001;6.998542e-002;7.318980e-002;9.164858e-002
6.178993e-002;5.290685e-002;1.026545e-001;7.882061e-002;1.218430e-001;5.690771e-002;1.535572e-001;5.093486e-002;9.250742e-002;7.616320e-002;7.801747e-002;7.389729e-002
